,Domain Name,Segmentation 1,Segmentation 2,GPT Segmentation,English? (Yes/No)
38330,gogogive.com,gogo|give,go|go|give,gogo|give,Yes
84134,appraiseroffice.com,appraiser|office,appraiser|office,appraiser|office,Yes
70530,eastcoastrepairandfabrication.com,east|coast|repair|and|fabrication,east|coast|repair|and|fabrication,east|coast|repair|and|fabrication,Yes
70659,everydaypilgrimage.com,every|day|pilgrimage,everyday|pilgrimage,everyday|pilgrimage,Yes
88785,expedientevirtual.com,expediente|virtual,expediente|virtual,expediente|virtual,No
97824,22000iso.com,22000|iso,22000|iso,22000|iso,Yes
33499,frivmax.com,frivmax,friv|max,friv|max,Yes
98137,franchisetailgate.com,franchise|tail|gate,franchise|tailgate,franchise|tailgate,Yes
34609,1761z1761.com,1761|z|1761,1761z1761,1761|z|1761,Yes
27045,dezracing.com,dezr|acing,dez|racing,dez|racing,Yes
93837,bcever.com,bcever,bc|ever,bc|ever,Yes
18724,artisaties.com,artisaties,artisaties,arti|saties,Yes
88037,carrentalsearch.com,car|rental|search,carrental|search,car|rental|search,Yes
29096,dysnservices.com,dysn|services,dysn|services,dys|n|services,Yes
79955,decadesvoyage.com,decades|voyage,decades|voyage,decades|voyage,Yes
85485,accessorydwellingunitpros.com,accessory|dwelling|unit|pros,accessory|dwelling|unit|pros,accessory|dwelling|unit|pros,Yes
56258,231152.com,231152,231152,231|152,Yes
36874,eightgatesclo.com,eight|gates|clo,eight|gates|clo,eight|gates|clo,Yes
33111,amorimteam.com,amorim|team,amorim|team,amorim|team,Yes
48423,harraldreamer.com,harral|dreamer,harral|dreamer,har|ral|dreamer,Yes
85145,centrovesalius.com,centro|vesalius,centrovesalius,centro|vesalius,No
94567,decarboneum.com,decarbon|eum,decarboneum,de|carboneum,Yes
34282,jinshanct.com,jinshanct,jinshanct,jinshan|ct,Yes
93606,enliothailand.com,enlio|thailand,enlio|thailand,enlio|thailand,Yes
43867,cloudcatz.com,cloud|catz,cloud|catz,cloud|catz,Yes
32515,bluebrij.com,blue|brij,blue|brij,blue|brij,Yes
57221,ecommercerating.com,e|commerce|rating,ecommerce|rating,ecommerce|rating,Yes
34305,amend19.com,amend|19,amend|19,amend|19,Yes
15190,humanleyprints.com,human|ley|prints,humanley|prints,human|ley|prints,Yes
22285,doorfame.com,door|fame,door|fame,door|fame,Yes
65752,dynamic-extraction.com,dynamic|extraction,dynamic|extraction,dynamic|extraction,Yes
55603,besbay.com,bes|bay,bes|bay,bes|bay,Yes
21608,jahanihsan.com,jaha|nihsan,jahanihsan,jahan|ihsan,Yes
42253,ecominsurance.com,e|com|insurance,ecom|insurance,ecom|insurance,Yes
82871,chirurgiens-plasticiens.com,chirurgiens|plasticiens,chirurgiens|plasticiens,chirurgiens|plasticiens,No
66359,ifovgroupe.com,i|fov|groupe,ifov|groupe,ifo|v|groupe,No
84426,dream-filler.com,dream|filler,dream|filler,dream|filler,Yes
96689,collinslawde.com,collins|law|de,collins|lawde,collins|law|de,Yes
61890,eyesiteee.com,eyes|iteee,eyes|iteee,eye|site|ee,Yes
64334,apl-eco.com,apl|eco,apl|eco,apl|eco,Yes
42104,jessicahrendon.com,jessica|h|rendon,jessica|h|rendon,jessica|hrendon,Yes
23638,jiexinshunwuliu.com,jie|xin|shun|wu|liu,jie|xin|shun|wu|liu,jiexin|shun|wuliu,No
10486,everything2gain.com,every|thing|2|gain,everything|2|gain,everything|2|gain,Yes
59775,googlesearshconsole.com,google|searsh|console,google|searsh|console,google|sears|console,Yes
74372,jrapaintsinc.com,jra|paints|inc,jra|paints|inc,jra|paints|inc,Yes
72663,aurugs.com,au|rugs,au|rugs,aur|ugs,Yes
17445,aojesus.com,ao|jesus,ao|jesus,ao|jesus,Yes
45165,esposascalientes.com,esposas|calientes,esposas|calientes,esposas|calientes,No
60510,adamscraftycreations.com,adams|crafty|creations,adams|crafty|creations,adams|crafty|creations,Yes
31916,elijahscup.com,elijahs|cup,elijahs|cup,elijahs|cup,Yes
44396,brunchdaytona.com,brunch|daytona,brunch|daytona,brunch|daytona,Yes
72738,3in1god.com,3|in|1|god,3|in|1|god,3|in|1|god,Yes
83286,gatewaylimousine.com,gate|way|limousine,gateway|limousine,gateway|limousine,Yes
88958,foodfirst4adhd.com,food|first|4|adhd,food|first|4|adhd,food|first|4|adhd,Yes
57318,jonlewisreviews.com,jon|lewis|reviews,jon|lewis|reviews,jon|lewis|reviews,Yes
59413,371667.com,371667,371667,371|667,No
99586,genie-fitness.com,genie|fitness,genie|fitness,genie|fitness,Yes
78457,cyclistshq.com,cyclists|hq,cyclists|hq,cyclists|hq,Yes
50468,chilligardens.com,chilli|gardens,chilli|gardens,chilli|gardens,Yes
81662,fm2services.com,fm|2|services,fm|2|services,fm|2|services,Yes
72952,hbd7.com,hbd|7,hbd7,hbd|7,No
95406,glamivie.com,glam|ivie,glamivie,glam|vie,Yes
74672,go-malling.com,go|malling,go|malling,go|malling,Yes
39875,cntopwin.com,cn|top|win,cn|top|win,cnt|opwin,Yes
9973,cvagri.com,cvagri,cvagri,cv|agri,No
60370,fourniplant.com,fourni|plant,four|ni|plant,fourni|plant,Yes
62215,cate-international.com,cate|international,cate|international,cate|international,Yes
39282,espressomag.com,espresso|mag,espresso|mag,espresso|mag,Yes
86621,algodiferente-carolsarai.com,algodiferente|carolsarai,algodiferente|carolsarai,algo|diferente|carol|sarai,Yes
95876,grandbeecats.com,grand|bee|cats,grand|bee|cats,grand|bee|cats,Yes
1805,confeitariadigital.com,confeitaria|digital,confeitaria|digital,confeitaria|digital,No
78773,engineeringbms.com,engineering|bms,engineering|bms,engineering|bms,Yes
28623,dancehall-detour.com,dance|hall|detour,dance|hall|detour,dancehall|detour,Yes
41613,imaginmobiliaria.com,imagin|mobiliaria,imagin|mobiliaria,imagin|mobiliaria,No
84421,ignitedcandle.com,ignited|candle,ignited|candle,ignite|d|candle,Yes
26673,aboutresidentsmedicalgroup.com,about|residents|medical|group,about|residents|medical|group,about|residents|medical|group,Yes
36674,aqsbrand.com,aqs|brand,aqs|brand,aqs|brand,Yes
35230,ezcarbon.com,ez|carbon,ez|carbon,ez|carbon,Yes
48090,buildingtips.com,building|tips,building|tips,building|tips,Yes
87975,concrete-magazin.com,concrete|magazin,concrete|magazin,concrete|magazin,Yes
50028,alwafaa-eg.com,alwafaa|eg,alwafaa|eg,alwafaa|eg,No
8901,gyanvitaranammag.com,gyanvitaranammag,gyanvitaranammag,gyan|vitaran|am|mag,No
18109,certifieddiamondappraising.com,certified|diamond|appraising,certified|diamond|appraising,certified|diamond|appraising,Yes
94596,irlobs.com,irl|obs,irl|obs,ir|lobs,Yes
34639,avco-design.com,avco|design,avco|design,avco|design,Yes
39886,7l3a4484033gplais01tjej0138u5m3m.com,7l3a4484033gplais01tjej0138u5m3m,7l3a4484033gplais01tjej0138u5m3m,7l3a|448|4033|gplais|01|tjej|0138|u5m|3m,No
8649,arcelent.com,arcelent,arcelent,arcelent,Yes
64838,halalcertificationbelgium.com,halal|certification|belgium,halal|certification|belgium,halal|certification|belgium,Yes
39344,aecspringfield.com,aec|springfield,aec|springfield,aec|springfield,Yes
87229,954ifsr6hj7r4rebp270n6ovq63vq2fi.com,954ifsr6hj7r4rebp270n6ovq63vq2fi,954ifsr6hj7r4rebp270n6ovq63vq2fi,954|ifsr|6hj7|r4|reb|p|270n|6o|vq|63|vq|2|fi,No
37354,firststarfarm.com,first|star|farm,first|star|farm,first|star|farm,Yes
64045,amazingspaceslive.com,amazing|spaces|live,amazing|spaces|live,amazing|spaces|live,Yes
26949,gsbhlp.com,gsbhlp,gsbhlp,gsb|hlp,No
13992,jy8676.com,jy8676,jy8676,jy|8676,No
32138,groovepods.com,groove|pods,groove|pods,groove|pods,Yes
51381,carbofil.com,carbofil,carbo|fil,carbo|fil,Yes
63283,245796.com,245796,245796,245|796,No
63778,13aresearch.com,13a|research,13|a|research,13a|research,Yes
77055,foxelbox.com,fox|el|box,fox|el|box,fox|el|box,No
40585,fromstruggletoblessing.com,from|struggle|to|blessing,from|struggle|to|blessing,from|struggle|to|blessing,Yes
40884,jcdragons.com,jc|dragons,jc|dragons,jc|dragons,Yes
99365,floortreatmentmaterials.com,floor|treatment|materials,floor|treatment|materials,floor|treatment|materials,Yes
29867,ansarandolini.com,ansarandolini,ansa|randolini,ansar|and|olini,Yes
25315,extrovertband.com,extrovert|band,extrovert|band,extrovert|band,Yes
85994,animals4lifetraining.com,animals|4|life|training,animals|4|life|training,animals|4|life|training,Yes
61373,ifpex-expo.com,ifpex|expo,ifpex|expo,ifpex|expo,Yes
2731,ardenteclub998.com,ardente|club|998,ardente|club|998,ardente|club|998,Yes
54170,chitonbreeze.com,chiton|breeze,chiton|breeze,chiton|breeze,Yes
21890,iufro2014.com,iufro|2014,iufro|2014,iufro|2014,No
34848,cybersentia.com,cyber|sentia,cyber|sentia,cyber|sentia,No
91329,darteduard.com,dart|eduard,dart|eduard,dart|eduard,Yes
45695,day-lynewoff-ers.com,day|lynewoff|ers,day|lynewoff|ers,day|lyne|off|ers,Yes
97461,airductsurgeons-northnewjersey.com,air|duct|surgeons|north|new|jersey,air|duct|surgeons|north|new|jersey,air|duct|surgeons|north|new|jersey,Yes
91669,baybuildersal.com,bay|builders|al,bay|builder|sal,bay|builders|al,Yes
13755,ee-gameguide.com,ee|game|guide,ee|game|guide,ee|game|guide,Yes
56110,atv-maxitrans.com,atv|maxitrans,atv|maxitrans,atv|maxi|trans,Yes
62514,delta-conferences.com,delta|conferences,delta|conferences,delta|conferences,Yes
42261,bottomllm.com,bottom|llm,bottom|llm,bottom|llm,Yes
23915,innovatetowin.com,innovate|to|win,innovate|to|win,innovate|to|win,Yes
87934,gropowerindia.com,gro|power|india,gro|power|india,gro|power|india,Yes
32929,forensicpacs.com,forensic|pacs,forensic|pacs,forensic|pacs,Yes
87625,generisonline.com,generis|online,generis|online,generis|online,Yes
9476,barigade.com,barigade,barigade,bari|gade,Yes
47733,farmerseinsurance.com,farmers|einsurance,farmers|e|insurance,farmers|e|insurance,Yes
79834,brittaheine.com,britta|heine,britta|heine,britta|heine,Yes
85523,gworldlogis.com,gworld|logis,g|world|logis,g|world|logis,Yes
13040,appinmedic.com,app|in|medic,app|in|medic,app|in|medic,Yes
63159,byuscorp.com,byus|corp,by|us|corp,by|us|corp,Yes
22123,icrsys.com,icr|sys,icr|sys,icr|sys,Yes
71561,friendsanddesign.com,friends|and|design,friends|and|design,friends|and|design,Yes
92100,geminibrown.com,gemini|brown,gemini|brown,gemini|brown,Yes
64359,h7do1.com,h7do1,h7do1,h7|do|1,No
79830,alanaandspencer.com,alana|and|spencer,alana|and|spencer,alana|and|spencer,Yes
40451,huiday.com,hui|day,hui|day,hui|day,Yes
22032,itg-co.com,itg|co,itg|co,itg|co,Yes
37678,decoration-parisienne.com,decoration|parisienne,decoration|parisienne,decoration|parisienne,Yes
39554,aldogen.com,aldogen,aldogen,aldo|gen,Yes
77566,emysdaycare.com,emys|day|care,emys|daycare,emys|daycare,Yes
86556,cricpluses.com,cric|pluses,cric|pluses,cric|pluses,Yes
14398,harmophy.com,harm|ophy,harmophy,harmo|phy,Yes
1356,gaminggx.com,gaming|gx,gaming|gx,gaming|gx,Yes
23446,ahdsc.com,ahdsc,ahdsc,ahd|sc,Yes
80816,financial-gnd.com,financial|gnd,financial|gnd,financial|gnd,Yes
96543,cilentoautenticodmo.com,cilento|autentico|dmo,cilentoautenticodmo,cilento|autentico|dmo,No
55854,attainthenfly.com,attain|then|fly,attain|then|fly,attain|then|fly,Yes
34068,alphaadvocateagency.com,alpha|advocate|agency,alpha|advocate|agency,alpha|advocate|agency,Yes
94364,chiewig.com,chiewig,chiewig,chie|wig,No
17781,antiquesuperstore.com,antique|super|store,antique|superstore,antique|superstore,Yes
7391,hardanmusicgroup.com,hardan|music|group,hardan|music|group,hardan|music|group,Yes
96010,dvicenteabogados.com,dvicen|tea|bogados,dvicente|abogados,d|vicente|abogados,No
93082,exchangereality.com,exchange|reality,exchange|reality,exchange|reality,Yes
28057,biibiibo.com,bii|bii|bo,bii|bii|bo,biibi|ibo,Yes
27766,actorduet.com,actor|duet,actor|duet,actor|duet,Yes
94218,angolamarine.com,angola|marine,angola|marine,angola|marine,Yes
91636,erasolcaldaie.com,erasolcaldaie,erasolcaldaie,erasol|caldaie,No
65987,717963.com,717963,717963,717|963,No
5697,galvestonbayqueen.com,galveston|bay|queen,galveston|bay|queen,galveston|bay|queen,Yes
71576,busybodiesdesigns.com,busy|bodies|designs,busy|bodies|designs,busy|bodies|designs,Yes
38360,buygoodcar.com,buy|good|car,buy|good|car,buy|good|car,Yes
29318,illumabooth.com,illuma|booth,illuma|booth,illuma|booth,Yes
55291,bellapiedi.com,bella|piedi,bellapiedi,bella|piedi,Yes
81423,au2indretning.com,au2indretning,au|2|indretning,au2|indretning,Yes
33683,dwarproductions.com,dwar|productions,d|war|productions,dwar|productions,Yes
54062,justgriff.com,just|griff,just|griff,just|griff,Yes
91265,8ftech.com,8f|tech,8f|tech,8f|tech,Yes
90276,cardhubx.com,card|hub|x,card|hubx,card|hubx,Yes
46164,activatedewards.com,activate|dewards,activated|ewards,activate|d|wards,Yes
89355,balticnitrile.com,baltic|nitrile,baltic|nitrile,baltic|nitrile,Yes
24739,happytrailscolorado.com,happy|trails|colorado,happy|trails|colorado,happy|trails|colorado,Yes
7152,indivisualgallery.com,indivisual|gallery,indivisual|gallery,indivisual|gallery,Yes
85258,fatpigeonpubs.com,fat|pigeon|pubs,fat|pigeon|pubs,fat|pigeon|pubs,Yes
74326,jacon-solutions.com,jacon|solutions,jacon|solutions,jacon|solutions,Yes
54270,hicustomervoices.com,hi|customer|voices,hi|customer|voices,hi|customer|voices,Yes
696,airportexplorer.com,air|port|explorer,airport|explorer,airport|explorer,Yes
20335,gwarrow.com,g|warrow,gw|arrow,g|warrow,Yes
6093,ezz-theticrecords.com,ezz|the|tic|records,ezz|thetic|records,ezz|thetic|records,Yes
76553,bonnvischan.com,bonnvis|chan,bonnvischan,bonn|vischan,No
98295,doctorespuertoescondido.com,doctor|espuerto|escondido,doctor|es|puerto|escondido,doctores|puerto|escondido,No
39437,dgppzw.com,dgppzw,dgppzw,dgp|pzw,No
30858,ibc003mys.com,ibc|003|mys,ibc|003|mys,ibc|003|mys,No
8996,acesector159noida.com,ace|sector|159|noida,ace|sector|159|no|ida,ace|sector|159|noida,Yes
3947,brianandcolin.com,brian|and|colin,brian|and|colin,brian|and|colin,Yes
27719,cartonnidodeabeja.com,carton|nidodeabeja,carton|nidode|abeja,carton|nido|de|abeja,No
86987,infrastructurevictoria.com,infrastructure|victoria,infrastructure|victoria,infrastructure|victoria,Yes
99546,goalfigureclothing.com,goal|figure|clothing,goal|figure|clothing,goal|figure|clothing,Yes
68932,hamiltongraceservices.com,hamilton|grace|services,hamilton|grace|services,hamilton|grace|services,Yes
96871,eiteldesign.com,eitel|design,eitel|design,eitel|design,Yes
99457,iizecooling.com,iize|cooling,iize|cooling,iize|cooling,Yes
91957,cloudypost.com,cloudy|post,cloudy|post,cloudy|post,Yes
42934,armapillo.com,arm|apillo,armapillo,arma|pillo,Yes
19007,beowolfexclusives.com,beowolf|exclusives,beowolf|exclusives,beowolf|exclusives,Yes
38089,6g0dfud97mnuhmoft4jsmjamaap3r91m.com,6g0dfud97mnuhmoft4jsmjamaap3r91m,6g0dfud97mnuhmoft4jsmjamaap3r91m,6g|0d|fud|97m|nuh|mo|ft|4j|sm|jama|ap|3r|91m,No
21351,crsap.com,crsap,crsap,crs|ap,No
3136,iaqutou.com,iaqutou,iaqutou,iaq|utou,No
11086,b2f6w.com,b2f6w,b2f6w,b2|f6w,No
60984,g401d41lf4tbg3n80r43sm3r2binm9l1.com,g401d41lf4tbg3n80r43sm3r2binm9l1,g401d41lf4tbg3n80r43sm3r2binm9l1,g401d|41|lf|4t|bg3|n80|r43|sm3|r2|bin|m9|l1,No
95772,aimterapia.com,aim|terapia,aimterapia,aim|terapia,No
83217,doubleimpactmedia.com,double|impact|media,double|impact|media,double|impact|media,Yes
19887,jmsofteners.com,jm|softeners,jm|softeners,jm|softeners,Yes
59309,gr8dotcom.com,gr8|dot|com,gr8|dot|com,gr8|dot|com,Yes
69122,getoriginalparts.com,get|original|parts,get|original|parts,get|original|parts,Yes
76388,entropy-llc.com,entropy|llc,entropy|llc,entropy|llc,Yes
91387,detechies.com,de|techies,detechies,de|techies,No
94121,duhlaurien.com,duhlaurien,duhlaurien,duh|laurien,No
30461,fullritual.com,full|ritual,full|ritual,full|ritual,Yes
34339,buyfrozenpizza.com,buy|frozen|pizza,buy|frozen|pizza,buy|frozen|pizza,Yes
42514,harmonphysicaltherapy.com,harm|on|physical|therapy,harmon|physical|therapy,harmon|physical|therapy,Yes
65801,gawgani.com,gawgani,gawgani,gaw|gani,Yes
96157,aboriginalbest.com,aboriginal|best,aboriginal|best,aboriginal|best,Yes
45249,ajeano.com,ajeano,ajeano,aj|eano,Yes
84049,computer-lotse.com,computer|lotse,computer|lotse,computer|lotse,Yes
55090,bethsaundersconsulting.com,beth|saunders|consulting,beth|saunders|consulting,beth|saunders|consulting,Yes
4286,ipfqybzcus.com,ipfqybzcus,ipfqybzcus,ipf|qyb|zc|us,Yes
41978,jessicapunter.com,jessica|punter,jessica|punter,jessica|punter,Yes
18328,frequenttravelerevents.com,frequent|traveler|events,frequent|traveler|events,frequent|traveler|events,Yes
86923,1037lite.com,1037|lite,1037|lite,1037|lite,Yes
52810,cticontech.com,cti|con|tech,ct|icon|tech,cti|con|tech,Yes
51222,b948aqh92isolg61jdh60l034bo9uo9m.com,b948aqh92isolg61jdh60l034bo9uo9m,b948aqh92isolg61jdh60l034bo9uo9m,b948|aqh|92|is|ol|g61|jdh|60|l0|34|bo9|uo9|m,Yes
98686,heilongmaoyi.com,hei|long|mao|yi,hei|long|mao|yi,heilong|maoyi,Yes
33031,cardioelix.com,cardio|elix,cardio|elix,cardio|elix,Yes
40034,boxcarpzix.com,box|carp|zix,boxcar|pzix,box|carp|zix,Yes
75004,gemmorrison.com,gem|morrison,gem|morrison,gem|morrison,Yes
49308,downtownlastudios.com,down|town|la|studios,downtown|la|studios,downtown|la|studios,Yes
91758,autocars-savac.com,auto|cars|savac,autocars|savac,auto|cars|savac,Yes
57744,handmadetravelsolutions.com,hand|made|travel|solutions,hand|made|travel|solutions,handmade|travel|solutions,Yes
45863,dx301.com,dx|301,dx301,dx|301,No
72584,aaronben.com,aaron|ben,aaron|ben,aaron|ben,Yes
83058,divvysafe.com,divvy|safe,divvy|safe,divvy|safe,Yes
30437,bethatwildflower.com,be|that|wild|flower,be|that|wild|flower,be|that|wildflower,Yes
78120,haiwenwl.com,haiwen|wl,hai|wen|wl,hai|wen|wl,No
1839,banca499.com,banca|499,banca499,banca|499,No
52661,donyayenoor.com,donya|yenoor,donyayenoor,donyay|enoor,No
15198,entretant.com,entretant,entretant,entre|tant,No
42027,castlelendingcars.com,castle|lending|cars,castle|lending|cars,castle|lending|cars,Yes
97681,flexpertlegal.com,fl|expert|legal,flex|pert|legal,flex|pert|legal,Yes
62516,ifillyourcup.com,i|fill|your|cup,i|fill|your|cup,i|fill|your|cup,Yes
37684,115592p.com,115592p,115592p,115|592|p,No
55770,beaverutahstorage.com,beaver|utah|storage,beaver|utah|storage,beaver|utah|storage,Yes
62959,adacta-gmbh.com,adacta|gmbh,adacta|gmbh,adacta|gmbh,No
98456,hinrichfoundations.com,hinrich|foundations,hinrich|foundations,hinrich|foundations,Yes
96257,abbeygrabner.com,abbey|grabner,abbey|grabner,abbey|grabner,Yes
60306,adobe-data.com,adobe|data,adobe|data,adobe|data,Yes
16289,boat-escape.com,boat|escape,boat|escape,boat|escape,Yes
6323,cerulean-stratus-press.com,cerulean|stratus|press,cerulean|stratus|press,cerulean|stratus|press,Yes
83535,fruit-bar.com,fruit|bar,fruit|bar,fruit|bar,Yes
63761,francinetesler.com,francine|tesler,francine|tesler,francine|tesler,Yes
71498,adt-tech.com,adt|tech,adt|tech,adt|tech,Yes
60618,allaboutprogression.com,all|about|progression,all|about|progression,all|about|progression,Yes
55329,amandafm.com,amanda|fm,amanda|fm,amanda|fm,Yes
40821,buberme.com,buberme,b|uber|me,bub|er|me,Yes
68807,alfsanchez.com,alf|sanchez,alf|sanchez,alf|sanchez,Yes
48209,chezfoods.com,chez|foods,chez|foods,chez|foods,Yes
53422,iz-zimi-v-leto.com,iz|zimi|v|leto,iz|zimi|v|leto,iz|zimi|v|leto,Yes
23566,1lnb37fhursn4ap8sq2voch54l5dh3fg.com,1lnb37fhursn4ap8sq2voch54l5dh3fg,1lnb37fhursn4ap8sq2voch54l5dh3fg,1|lnb|37f|hurs|n4|ap8|sq2|vo|ch54|l5|dh|3fg,Yes
37564,immo-igel.com,immo|igel,immo|igel,immo|igel,Yes
57504,gellywig.com,gelly|wig,gelly|wig,gelly|wig,Yes
68672,drmelissaharrisonfl.com,dr|melissa|harrison|fl,dr|melissa|harrison|fl,dr|melissa|harrison|fl,Yes
75322,epistapropre.com,epistapropre,epistapropre,epista|propre,No
68593,jacobwinstead.com,jacob|winstead,jacob|winstead,jacob|winstead,Yes
75078,juanitasautos.com,juanitas|autos,juanitas|autos,juanitas|autos,Yes
29345,chasepointdc.com,chase|point|dc,chase|point|dc,chase|point|dc,Yes
62990,carlisleparts.com,car|lisle|parts,carlisle|parts,carlisle|parts,Yes
36880,19iem.com,19iem,19|iem,19|iem,No
55578,intellimedtech.com,intellimed|tech,intelli|med|tech,intelli|med|tech,Yes
24656,deadgodsdie.com,dead|gods|die,dead|gods|die,dead|gods|die,Yes
76103,abelbuzarquis.com,abel|buzarquis,abelbuzarquis,abel|buzarquis,No
71282,itax-solutions.com,itax|solutions,itax|solutions,itax|solutions,Yes
86914,florianhillmann.com,florian|hillmann,florian|hillmann,florian|hillmann,Yes
82855,epicmindstutoring.com,epic|minds|tutoring,epic|minds|tutoring,epic|minds|tutoring,Yes
29025,flexible49.com,flexible|49,flexible|49,flexible|49,Yes
79345,consultoriagca.com,consult|oriagca,consultoria|gca,consultoria|gca,No
51148,jasonaford.com,jason|a|ford,jason|a|ford,jason|a|ford,Yes
16741,evenders.com,even|ders,ev|enders,even|ders,Yes
18558,atriumrenov.com,atrium|renov,atrium|renov,atrium|renov,Yes
36093,eileenalbrizio.com,eileen|albrizio,eileen|albrizio,eileen|albrizio,Yes
68091,jonathanmastinportfolio.com,jonathan|mastin|portfolio,jonathan|mastin|portfolio,jonathan|mastin|portfolio,Yes
22214,jenatix.com,jena|tix,jena|tix,jena|tix,Yes
853,casibom843.com,casi|bom843,casibom843,casibom|843,Yes
97579,freshcasino2606.com,fresh|casino|2606,fresh|casino|2606,fresh|casino|2606,Yes
64395,eartevgo.com,eartevgo,eart|ev|go,ear|tev|go,Yes
18455,abcvoosbaratos.com,abc|voos|baratos,abcvoosbaratos,abc|voos|baratos,No
48196,dimoraaganoor.com,dimora|aganoor,dimoraaganoor,dimora|aga|noor,No
34056,1stpriorityhh.com,1st|priority|hh,1st|priority|hh,1st|priority|hh,Yes
34403,evobattery.com,evo|battery,evo|battery,evo|battery,Yes
57435,catsblvd.com,cats|blvd,cats|blvd,cats|blvd,Yes
54865,fa0aga870snr46ulij16o5ve6m54j8lc.com,fa0aga870snr46ulij16o5ve6m54j8lc,fa0aga870snr46ulij16o5ve6m54j8lc,fa|0aga|870|snr|46u|lij|16o|5ve|6m|54j|8lc,Yes
20905,cachtaicoccoc.com,cachtaicoccoc,cachtaicoccoc,cach|tai|coccoc,Yes
55019,cottambrush.com,cottam|brush,cottam|brush,cottam|brush,Yes
39298,beyondthemotherland.com,beyond|the|mother|land,beyond|the|mother|land,beyond|the|motherland,Yes
5114,gummiicecreamcones.com,gummi|ice|cream|cones,gummi|ice|cream|cones,gummi|ice|cream|cones,Yes
95095,desirevillias.com,desire|villias,desire|villias,desire|villias,Yes
95362,hhuttonadminservices.com,hhutton|admin|services,h|hutton|admin|services,hhutton|admin|services,Yes
21131,danlesgroup.com,dan|les|group,danles|group,danles|group,Yes
8640,actsprod.com,acts|prod,acts|prod,acts|prod,Yes
44307,amitechdesign.com,ami|tech|design,amitech|design,amitech|design,Yes
75071,egancounsultinggroup.com,egan|counsulting|group,egan|counsulting|group,egan|counseling|group,Yes
81755,garyalbertson.com,gary|albertson,gary|albertson,gary|albertson,Yes
5755,baeaimoveis.com,baeai|move|is,baeai|moveis,bae|aimo|veis,Yes
13084,harlowdoyle.com,harlow|doyle,harlow|doyle,harlow|doyle,Yes
31037,djpbusinessinc.com,djp|business|inc,djp|business|inc,djp|business|inc,Yes
61147,cnotagaelach.com,cnotagaelach,cnotagaelach,cnota|gaelach,No
69918,baitulmal-acehbesar.com,baitulmal|acehbesar,baitulmal|acehbesar,baitulmal|aceh|besar,No
24536,alberguelabarraca.com,albergue|la|barraca,alberguela|barraca,albergue|la|barraca,No
44795,habeebe.com,habeebe,ha|bee|be,habe|ebe,No
59992,545685.com,545685,545685,545|685,No
86023,angie-grimes.com,angie|grimes,angie|grimes,angie|grimes,Yes
30174,apicamail4.com,apica|mail|4,apica|mail|4,apica|mail|4,Yes
71251,bestbeefintl.com,best|bee|fintl,best|beef|intl,best|beef|intl,Yes
92187,bagsac.com,bag|sac,bag|sac,bag|sac,Yes
23861,fredspoolservice.com,freds|pool|service,freds|pool|service,freds|pool|service,Yes
907,billboardslasvegas.com,bill|boards|las|vegas,billboards|las|vegas,billboards|las|vegas,Yes
87511,gdbyh.com,gdbyh,gdbyh,gd|byh,No
73869,airdexpress.com,air|d|express,air|d|express,air|d|express,Yes
77502,chapter7filinginformation.com,chapter|7|filing|information,chapter|7|filing|information,chapter|7|filing|information,Yes
39480,futurafragua.com,futura|fragua,futura|fragua,futura|fragua,No
52235,caputoproperty.com,caputo|property,caputo|property,caputo|property,Yes
89457,borrowerdata.com,borrower|data,borrower|data,borrower|data,Yes
12830,gigiemmevacanze.com,gigi|emmevacanze,gigiemme|vacanze,gigi|emme|vacanze,No
27601,clcconsultancyco.com,clc|consult|ancyco,clc|consultancy|co,clc|consultancy|co,Yes
49283,defendwhatsgood.com,defend|whats|good,defend|whats|good,defend|whats|good,Yes
38776,chat-409.com,chat|409,chat|409,chat|409,Yes
43412,cigalow.com,ciga|low,ciga|low,ciga|low,Yes
62283,jiduj.com,jiduj,jiduj,jid|uj,No
22807,crowdfundthedream.com,crowd|fund|the|dream,crowd|fund|the|dream,crowdfund|the|dream,Yes
37985,aquafeed.com,aqua|feed,aqua|feed,aqua|feed,Yes
30640,cycleprojectstore.com,cycle|project|store,cycle|project|store,cycle|project|store,Yes
73762,adultsitelistings.com,adult|site|listings,adult|site|listings,adult|site|listings,Yes
4954,gitedesamis.com,gitedesamis,gitedesamis,gite|des|amis,No
33245,hillecustoms.com,hille|customs,hille|customs,hille|customs,Yes
68319,educacioncaninasevilla.com,educacion|caninase|villa,educacion|canina|se|villa,educacion|canina|sevilla,No
9740,ad-presents.com,ad|presents,ad|presents,ad|presents,Yes
4323,acapulcoluxuryvillas.com,acapulco|luxury|villas,acapulco|luxury|villas,acapulco|luxury|villas,Yes
89743,britishgasmetering.com,british|gas|metering,british|gas|metering,british|gas|metering,Yes
89840,aeesee.com,aee|see,aee|see,ae|e|see,Yes
82765,grivinsegr.com,grivinsegr,grivinse|gr,grivin|segr,No
5408,africaboro.com,africa|boro,africa|boro,africa|boro,Yes
33297,dynamicandmighty.com,dynamic|and|mighty,dynamic|and|mighty,dynamic|and|mighty,Yes
84558,benetstore.com,benet|store,be|net|store,benet|store,Yes
82141,globalstrawberry.com,global|straw|berry,global|strawberry,global|strawberry,Yes
46529,bidderoo.com,bid|deroo,bidderoo,bidder|oo,Yes
